Entry	Entry Name	Gene Names	Length	Gene Ontology (cellular component)
Q12263	GIN4_YEAST	GIN4 YDR507C D9719.13	1142	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; Gin4 complex [GO:1990317]; nucleus [GO:0005634]
Q12265	KPR5_YEAST	PRS5 PRPS5 YOL061W O1213	496	cytoophidium [GO:0097268]; cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]
Q12267	SMC4_YEAST	SMC4 YLR086W L9449.5	1418	condensin complex [GO:0000796]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12269	YG12B_YEAST	TY1B-GR2 YGRCTy1-2 POL YGR038C-B G4126	1755	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12271	INP53_YEAST	INP53 SJL3 SOP2 YOR109W YOR3231w	1107	actin cortical patch [GO:0030479]; cytoplasm [GO:0005737]; membrane [GO:0016020]
Q12273	YO11B_YEAST	TY1B-OL YOLWTy1-1 POL YOL103W-B O0770	1755	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12275	CRM2_YEAST	CRM2 DIP2 YOR093C YOR3170c	1648	cellular bud neck [GO:0005935]; cytosol [GO:0005829]; mitochondrial membrane [GO:0031966]; vacuolar membrane [GO:0005774]; vacuole-mitochondrion membrane contact site [GO:1990816]
Q12277	RRP42_YEAST	RRP42 YDL111C	265	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q12280	IQG1_YEAST	IQG1 CYK1 YPL242C	1495	cell cortex [GO:0005938]; cellular bud neck [GO:0005935]; cellular bud neck contractile ring [GO:0000142]; cytoplasm [GO:0005737]; MIH complex [GO:0120155]; mitotic actomyosin contractile ring [GO:0110085]; plasma membrane [GO:0005886]
Q12284	ERV2_YEAST	ERV2 YPR037C YP3085.03C	196	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]
Q12285	MDY2_YEAST	MDY2 GET5 TMA24 YOL111C	212	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nucleus [GO:0005634]; TRC complex [GO:0072380]
Q12287	COX17_YEAST	COX17 YLL009C L1343	69	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
Q12292	ATG34_YEAST	ATG34 ATG19-B YOL083W O0957	412	Cvt complex [GO:0034270]; cytosol [GO:0005829]; phagophore assembly site membrane [GO:0034045]
Q12297	TAF3_YEAST	TAF3 TAF47 YPL011C LPA6C	353	nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]
Q12300	RGT2_YEAST	RGT2 YDL138W D2160	763	cell periphery [GO:0071944]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q12303	YPS3_YEAST	YPS3 YLR121C L2964 L9233.10	508	extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]
Q12305	RDL1_YEAST	RDL1 YOR285W	139	endoplasmic reticulum [GO:0005783]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
Q12306	SUMO_YEAST	SMT3 YDR510W D9719.15	101	condensed nuclear chromosome [GO:0000794]; nucleus [GO:0005634]; septin ring [GO:0005940]
Q12308	TFC8_YEAST	TFC8 YPL007C	588	nucleus [GO:0005634]; transcription factor TFIIIC complex [GO:0000127]
Q12309	CLF1_YEAST	CLF1 NTC77 SYF3 YLR117C L2952	687	chromatin [GO:0000785]; post-mRNA release spliceosomal complex [GO:0071014]; Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type post-mRNA release spliceosomal complex [GO:0071008]; U2-type prespliceosome [GO:0071004]
Q12311	NTO1_YEAST	NTO1 YPR031W	748	cytoplasm [GO:0005737]; NuA3 histone acetyltransferase complex [GO:0033100]; NuA3a histone acetyltransferase complex [GO:1990467]; NuA3b histone acetyltransferase complex [GO:1990468]; nucleus [GO:0005634]
Q12315	GLE1_YEAST	GLE1 BRR3 RSS1 YDL207W D1049	538	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore cytoplasmic filaments [GO:0044614]
Q12316	YG13B_YEAST	TY1B-GR3 YGRCTy1-3 POL YGR161C-D G7025	1755	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12317	MSB4_YEAST	MSB4 YOL112W HRC492	492	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]; polarisome [GO:0000133]
Q12318	PSY3_YEAST	PSY3 YLR376C L8039.17	242	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; Shu complex [GO:0097196]; site of double-strand break [GO:0035861]
Q12320	GLO4_YEAST	GLO4 GER1 YOR040W O2758 OR26.33	285	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q12321	MED1_YEAST	MED1 YPR070W YP9499.25 YPR063W	566	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleus [GO:0005634]
Q12324	YVC1_YEAST	YVC1 YOR087W YOR088W YOR3151W	675	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; vacuole-mitochondrion membrane contact site [GO:1990816]
Q12328	TIM22_YEAST	TIM22 YDL217C D0884	207	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]
Q12329	HSP42_YEAST	HSP42 YDR171W YD9395.04	375	cytoplasm [GO:0005737]
Q12330	RUXE_YEAST	SME1 YOR159C	94	commitment complex [GO:0000243]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; precatalytic spliceosome [GO:0071011]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4 snRNP [GO:0005687]; U4/U6 snRNP [GO:0071001]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]
Q12333	FRE7_YEAST	FRE7 YOL152W AOB629	620	plasma membrane [GO:0005886]
Q12334	SCM3_YEAST	SCM3 YDL139C D2155	223	condensed chromosome, centromeric region [GO:0000779]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12337	YG21B_YEAST	TY2B-GR1 YGRCTy2-1 POL YGR038C-D/YGR038C-C	1770	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12339	UTP23_YEAST	UTP23 YOR004W	254	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
Q12341	HAT1_YEAST	HAT1 YPL001W LPA16W YP8132.12	374	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; histone acetyltransferase complex [GO:0000123]; nucleus [GO:0005634]
Q12343	MED4_YEAST	MED4 YOR174W O3630	284	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nucleus [GO:0005634]
Q12344	GYP5_YEAST	GYP5 YPL249C	894	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi-associated vesicle [GO:0005798]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]
Q12345	IES3_YEAST	IES3 YLR052W L2131	250	chromosome, telomeric region [GO:0000781]; Ino80 complex [GO:0031011]; nucleus [GO:0005634]
Q12348	CSN10_YEAST	RRI2 CSN10 YOL117W	645	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12349	ATP14_YEAST	ATP14 YLR295C L8003.20	124	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]
Q12355	PST1_YEAST	PST1 HPF2 YDR055W D4214 YD9609.09	444	cell periphery [GO:0071944]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]
Q12361	GPR1_YEAST	GPR1 YDL035C	961	plasma membrane [GO:0005886]
Q12362	RIB2_YEAST	RIB2 PUS8 YOL066C	591	cytoplasm [GO:0005737]
Q12363	WTM1_YEAST	WTM1 YOR230W YOR50-20	437	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Rpd3L complex [GO:0033698]; Rpd3L-Expanded complex [GO:0070210]
Q12365	BBP1_YEAST	BBP1 YPL255W P0745	385	central plaque of spindle pole body [GO:0005823]; membrane [GO:0016020]; mitotic nuclear membrane microtubule tethering complex [GO:0106084]; nuclear envelope [GO:0005635]; spindle pole body [GO:0005816]
Q12366	NDJ1_YEAST	NDJ1 TAM1 YOL104C	352	chromosome, telomeric region [GO:0000781]; meiotic spindle pole body [GO:0035974]; nucleus [GO:0005634]
Q12373	HIF1_YEAST	HIF1 YLL022C L1205	385	chromosome, telomeric region [GO:0000781]; histone acetyltransferase complex [GO:0000123]; nucleus [GO:0005634]
Q12377	RPN6_YEAST	RPN6 NAS4 YDL097C D2381	434	proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; proteasome storage granule [GO:0034515]
Q12379	SWM1_YEAST	SWM1 APC13 YDR260C YD9320A.11 YD9320A.11c	170	anaphase-promoting complex [GO:0005680]; nucleus [GO:0005634]
Q12380	ATG5_YEAST	ATG5 APG5 YPL149W P2601	294	Atg12-Atg5-Atg16 complex [GO:0034274]; autophagosome [GO:0005776]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; phagophore [GO:0061908]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; transferase complex [GO:1990234]; vacuole-isolation membrane contact site [GO:0120095]
Q12382	DGK1_YEAST	DGK1 HSD1 YOR311C O6111	290	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear membrane [GO:0031965]
Q12383	TRM13_YEAST	TRM13 YOL125W	476	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12386	ARP8_YEAST	ARP8 YOR141C YOR3348C	881	cytoskeleton [GO:0005856]; Ino80 complex [GO:0031011]; nucleus [GO:0005634]
Q12389	DBP10_YEAST	DBP10 YDL031W D2770	995	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q12396	EMP46_YEAST	EMP46 YLR080W	444	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi membrane [GO:0000139]
Q12400	TRM10_YEAST	TRM10 YOL093W O0926	293	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q12402	YOP1_YEAST	YOP1 YIP2 YPR028W YP9367.08	180	cell periphery [GO:0071944]; cellular bud [GO:0005933]; cellular bud tip [GO:0005934]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; Golgi membrane [GO:0000139]; membrane [GO:0016020]
Q12404	MPD1_YEAST	MPD1 YOR288C	318	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; fungal-type vacuole [GO:0000324]
Q12406	ARP7_YEAST	ARP7 SWP61 YPR034W YP9367.14	477	chromatin [GO:0000785]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; RSC-type complex [GO:0016586]; SWI/SNF complex [GO:0016514]
Q12411	MPC70_YEAST	SPO21 MPC70 YOL091W	609	meiotic spindle pole body [GO:0035974]; prospore membrane [GO:0005628]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]
Q12414	YP11B_YEAST	TY1B-PL YPLWTy1-1 POL YPL257W-B P0729	1755	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12415	TFC7_YEAST	TFC7 YOR110W O3234 YOR3234w	435	nucleus [GO:0005634]; transcription factor TFIIIC complex [GO:0000127]
Q12416	WHI5_YEAST	WHI5 YOR083W YOR3116W	295	cytoplasm [GO:0005737]; nucleus [GO:0005634]; SBF transcription complex [GO:0033309]
Q12417	PRP46_YEAST	PRP46 CWC1 NTC50 YPL151C P2594	451	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]
Q12420	SNU66_YEAST	SNU66 YOR308C 05667	587	nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]
Q12421	ATG31_YEAST	ATG31 CIS1 YDR022C PZD196 YD9335.08c	196	Atg1/ULK1 kinase complex [GO:1990316]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; phagophore assembly site [GO:0000407]; protein-containing complex [GO:0032991]
Q12425	ISA2_YEAST	ISA2 YPR067W YP9499.22	185	mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q12429	DPH6_YEAST	DPH6 YLR143W L3177	685	cytoplasm [GO:0005737]
Q12432	EAF3_YEAST	EAF3 YPR023C YP9367.03C	401	histone acetyltransferase complex [GO:0000123]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleosome disassembly/reassembly complex [GO:1990453]; nucleus [GO:0005634]; Rpd3S complex [GO:0032221]
Q12433	AHC1_YEAST	AHC1 YOR023C OR26.13	566	ADA complex [GO:0140671]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12438	GLRX6_YEAST	GRX6 YDL010W D2890	231	cis-Golgi network [GO:0005801]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole [GO:0000324]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; iron-sulfur cluster assembly complex [GO:1990229]; membrane [GO:0016020]
Q12440	APC2_YEAST	APC2 RSI1 YLR127C L3105 L3108	853	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]
Q12443	RTN2_YEAST	RTN2 YDL204W D1062	393	cell periphery [GO:0071944]; cortical endoplasmic reticulum [GO:0032541]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; nucleus [GO:0005634]
Q12445	POM34_YEAST	POM34 YLR018C	299	nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nuclear pore transmembrane ring [GO:0070762]
Q12446	LAS17_YEAST	LAS17 YOR181W	633	actin cortical patch [GO:0030479]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; SLAC complex [GO:0140224]
Q12449	AHA1_YEAST	AHA1 YDR214W YD8142.16 YD8142B.06	350	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q12451	OSH2_YEAST	OSH2 YDL019C D2845	1283	cell periphery [GO:0071944]; cellular bud neck [GO:0005935]; cortical endoplasmic reticulum [GO:0032541]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear envelope [GO:0005635]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]
Q12452	ERG27_YEAST	ERG27 YLR100W	347	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]
Q12457	NSI1_YEAST	NSI1 YDR026C PZE570	570	nucleolus [GO:0005730]; nucleus [GO:0005634]; rDNA heterochromatin [GO:0033553]
Q12458	YPR1_YEAST	YPR1 YDR368W D9481.8	312	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q12460	NOP56_YEAST	NOP56 SIK1 YLR197W L8167.9	504	90S preribosome [GO:0030686]; box C/D methylation guide snoRNP complex [GO:0031428]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]
Q12461	PTPA2_YEAST	RRD2 NOH1 YPA2 YPL152W	358	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]
Q12462	PEX11_YEAST	PEX11 PMP24 PMP27 YOL147C O0454	236	endoplasmic reticulum [GO:0005783]; peroxisomal importomer complex [GO:1990429]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
Q12463	TRM11_YEAST	TRM11 YOL124C	433	cytoplasm [GO:0005737]; cytosol [GO:0005829]; tRNA (m2G10) methyltransferase complex [GO:0043528]
Q12464	RUVB2_YEAST	RVB2 TIH2 TIP49B YPL235W P1060	471	chromatin [GO:0000785]; Ino80 complex [GO:0031011]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; R2TP complex [GO:0097255]; Swr1 complex [GO:0000812]; TTT Hsp90 cochaperone complex [GO:0110078]
Q12465	RAX2_YEAST	RAX2 YLR084C L2389 L9449.12	1220	cellular bud neck [GO:0005935]; cellular bud scar [GO:0005621]; cellular bud tip [GO:0005934]; endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; plasma membrane of growing cell tip [GO:1902929]
Q12466	TCB1_YEAST	TCB1 YOR086C YOR3141c	1186	cell periphery [GO:0071944]; cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
Q12468	CSN5_YEAST	RRI1 CSN5 JAB1 YDL216C D0888	440	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12469	SKM1_YEAST	SKM1 YOL113W HRA655	655	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q12472	YD21B_YEAST	TY2B-DR1 YDRCTy2-1 POL YDR034C-D YD9673.05c	1770	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12473	FRE6_YEAST	FRE6 YLL051C L0593	712	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]
Q12476	AIR2_YEAST	AIR2 YDL175C	344	nucleolus [GO:0005730]; TRAMP complex [GO:0031499]
Q12477	PCL9_YEAST	PCL9 YDL179W D1408	304	cellular bud neck [GO:0005935]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; incipient cellular bud site [GO:0000131]; nucleus [GO:0005634]
Q12481	RRP36_YEAST	RRP36 YOR287C	300	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
Q12483	SNF8_YEAST	SNF8 VPS22 YPL002C	233	ESCRT II complex [GO:0000814]
Q12488	PSF1_YEAST	PSF1 YDR013W PZA208 YD8119.18	208	CMG complex [GO:0071162]; DNA replication preinitiation complex [GO:0031261]; GINS complex [GO:0000811]; nuclear replication fork [GO:0043596]; nucleus [GO:0005634]
Q12490	YB11B_YEAST	TY1B-BL YBLWTy1-1 POL YBL005W-B YBL004W-A YBL0325	1755	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12491	YB21B_YEAST	TY2B-B YBLWTy2-1 POL YBL100W-B YBL0822 YBL101W-B	1770	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12494	KCS1_YEAST	KCS1 YDR017C PZF1050	1050	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12495	CAF1A_YEAST	RLF2 CAC1 YPR018W YP9531.12	606	CAF-1 complex [GO:0033186]; chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; nucleosome [GO:0000786]; nucleus [GO:0005634]
Q12499	NOP58_YEAST	NOP58 NOP5 YOR310C O6108	511	90S preribosome [GO:0030686]; box C/D methylation guide snoRNP complex [GO:0031428]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
Q12501	YO22B_YEAST	TY2B-OR2 YORWTy2-2 POL YOR343W-B O6304	1770	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12502	LDB19_YEAST	LDB19 YOR322C O6152	818	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi trans cisterna [GO:0000138]; plasma membrane [GO:0005886]
Q12505	SKS1_YEAST	SKS1 SHA3 YPL026C LPB5	502	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12508	RMD5_YEAST	RMD5 GID2 YDR255C YD9320A.05c	421	cytoplasm [GO:0005737]; cytosol [GO:0005829]; GID complex [GO:0034657]; nucleus [GO:0005634]; peroxisome [GO:0005777]
Q12509	ARP6_YEAST	ARP6 YLR085C L2393 L9449.13	438	chromatin [GO:0000785]; cytoplasm [GO:0005737]; nuclear periphery [GO:0034399]; Swr1 complex [GO:0000812]
Q12510	CMR1_YEAST	CMR1 YDL156W D1536	522	chromatin [GO:0000785]; cytoplasm [GO:0005737]; nuclear periphery [GO:0034399]; nucleus [GO:0005634]
Q12511	PDP1_YEAST	PTC5 PPP1 YOR090C YOR3157C	572	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]
Q12513	TMA17_YEAST	TMA17 YDL110C D2320	150	cytoplasm [GO:0005737]; fatty acid synthase complex [GO:0005835]; nucleus [GO:0005634]
Q12514	NOT5_YEAST	NOT5 YPR072W YP9499.27	560	CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]
Q12517	DCP1_YEAST	DCP1 YOL149W	231	cytoplasm [GO:0005737]; cytoplasmic side of membrane [GO:0098562]; nucleus [GO:0005634]; P-body [GO:0000932]; RNA decapping complex [GO:0098745]
Q12518	ENT1_YEAST	ENT1 YDL161W	454	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; clathrin vesicle coat [GO:0030125]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; endosome [GO:0005768]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]
Q12522	IF6_YEAST	TIF6 CDC95 YPR016C LPZ15C	245	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]
Q12524	PCD1_YEAST	PCD1 YLR151C L9634.8	340	cytosol [GO:0005829]; peroxisome [GO:0005777]
Q12527	ATG11_YEAST	ATG11 CVT9 YPR049C YP9499.07c	1178	Atg1/ULK1 kinase complex [GO:1990316]; old mitotic spindle pole body [GO:0071957]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; vacuolar membrane [GO:0005774]
Q12530	RMP1_YEAST	RMP1 YLR145W	201	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ribonuclease MRP complex [GO:0000172]
Q12532	RQC2_YEAST	RQC2 TAE2 YPL009C YP8132.04C	1038	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosolic ribosome [GO:0022626]; RQC complex [GO:1990112]
Q12674	ATC8_YEAST	DNF3 YMR162C YM8520.11C	1656	endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; mating projection tip membrane [GO:0070867]; phospholipid-translocating ATPase complex [GO:1990531]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; trans-Golgi network transport vesicle [GO:0030140]
Q12675	ATC4_YEAST	DNF2 YDR093W YD8557.01	1612	cell periphery [GO:0071944]; cellular bud neck [GO:0005935]; endoplasmic reticulum [GO:0005783]; mating projection tip membrane [GO:0070867]; phospholipid-translocating ATPase complex [GO:1990531]; plasma membrane [GO:0005886]
Q12680	GLT1_YEAST	GLT1 YDL171C	2145	cytoophidium [GO:0097268]; mitochondrion [GO:0005739]
Q12691	ATN5_YEAST	ENA5 YDR038C YD9673.10c	1091	cell periphery [GO:0071944]; plasma membrane [GO:0005886]
Q12692	H2AZ_YEAST	HTZ1 H2AZ HTA3 YOL012C O2345	134	chromatin [GO:0000785]; euchromatin [GO:0000791]; nucleosome [GO:0000786]; nucleus [GO:0005634]
Q12697	YPK9_YEAST	YPK9 YOR291W	1472	fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; vacuole-mitochondrion membrane contact site [GO:1990816]
Q12734	CSR2_YEAST	CSR2 MRG19 YPR030W YP9367.10	1121	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q12745	SEC39_YEAST	SEC39 DSL3 YLR440C	709	Dsl1/NZR complex [GO:0070939]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear envelope [GO:0005635]
Q12746	PGA3_YEAST	PGA3 NQR1 YML125C YM4987.10C YM7056.01C	312	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]
